text,label_str,label
What is the nickname of the famous flyer who mistakenly flew to Ireland instead of to Los Angeles ?,HUM:ind,4.0
What is HTML ?,ABBR:exp,3.0
How do you identify prime numbers ?,DESC:manner,0.0
"Whose special bear 's creator was born on January 18 , 1779 ?",HUM:ind,4.0
What high school does Archie attend ?,HUM:gr,5.0
What animal migrates the farthest ?,ENTY:animal,2.0
What film was based on the play Everybody Comes to Rick 's ?,ENTY:cremat,1.0
Why do we call someone `` honey '' ?,DESC:reason,9.0
Madonna hocks which soft drink ?,ENTY:food,18.0
What television network flogged its sports programming on Inga Nielsen 's body in 197 ?,HUM:gr,5.0
In what country is Lund ?,LOC:country,19.0
What 's the sequel to Alice 's Adventures in Wonderland ?,ENTY:cremat,1.0
What is the capital of Seattle ?,LOC:city,22.0
What Italian leader had a lifelong fear of the evil eye ?,HUM:ind,4.0
What city in Florida is Sea World in ?,LOC:city,22.0
Who said : `` What contemptible scoundrel stole the cork from my lunch ? '',HUM:ind,4.0
What 's a water funnel ?,DESC:def,7.0
What is a fear of worms ?,ENTY:dismed,24.0
What is a Chinese `` spouting '' bowl ?,DESC:def,7.0
What does an emperor do ?,DESC:desc,12.0
What president kissed the Queen Mother on the lips ?,HUM:ind,4.0
Where does the tennis star Stefan Edberg come from ?,LOC:other,16.0
What continent pushes up the Executive Committee mountain range ?,LOC:other,16.0
How do they raise the cranes when building high-rise buildings ?,DESC:manner,0.0
"What was Al Capone finally imprisoned for , in 1931 ?",DESC:reason,9.0
What food can I use to catch a possum ?,ENTY:food,18.0
What was Al Capone 's nickname ?,HUM:ind,4.0
Who was the author of the famous fairy tale `` Snow White and Seven Dwarfs '' ?,HUM:ind,4.0
What is the largest city in Germany ?,LOC:city,22.0
What is a fear of cholera ?,ENTY:dismed,24.0
What park contains Firehole River and Fairy Falls ?,LOC:other,16.0
What 's the largest island in the West Indies ?,LOC:other,16.0
What New England state carries the telephone area code 27 ?,LOC:state,11.0
What is an example of a natural acid-base indicator ?,ENTY:other,14.0
In what county is Eckley Colorado ?,LOC:other,16.0
How do I find info about rice importers in the world ?,DESC:manner,0.0
"How much does it cost to have a tree planted by dialing , 900 , 740-TREE ?",NUM:money,26.0
What is the song Stairway to Heaven by Led Zeppelin about ?,DESC:desc,12.0
How does hair curl ?,DESC:manner,0.0
What are pushed and coupled in hump yards ?,ENTY:other,14.0
How long do hermit crabs live ?,NUM:period,28.0
What city hosted the first Winter Olympics in Asia ?,LOC:city,22.0
What is the origin of the first name ` Breony ' ?,DESC:desc,12.0
What month were you born in if your birthstone is sardonyx ?,NUM:date,8.0
Who is behind the name of the Harvey Wallbanger drink ?,HUM:ind,4.0
What is the origin of `` Beauty is in the eye of the beholder '' ?,DESC:desc,12.0
"What soft drink not only has its own video game , but was featured in its own Marvel comic book ?",ENTY:food,18.0
What oldtime kids ' fare did TV Guide writer Jeff Greenfield call `` one of the most...subversive TV shows in American history '' ?,ENTY:cremat,1.0
Madonna advertises for what soft drink ?,ENTY:food,18.0
What does A&W of root beer fame stand for ?,ABBR:exp,3.0
What tennis term is said to come from the French word for egg ?,ENTY:termeq,21.0
What does a collier mine ?,ENTY:other,14.0
How much money can a person be fined for having a dog on a beach ?,NUM:money,26.0
"What desert country borders Saudi Arabia , Iraq and the Persian Gulf ?",LOC:country,19.0
What are the ages in comic book lingo ?,ENTY:event,10.0
What kinds of animals are in Cambodia ?,ENTY:animal,2.0
What South African producer had a 1988 profit of $836 million ?,HUM:gr,5.0
What American actress was the first to be called a `` vamp '' ?,HUM:ind,4.0
What do the 12 days of Christmas mean ?,DESC:def,7.0
"What John Steinbeck novel portrays the Joad family , driven from the Oklahoma dustbowl ?",ENTY:cremat,1.0
What date did man first land on the moon ?,NUM:date,8.0
Where are the headquarters of Eli Lilly ?,LOC:other,16.0
How many web servers are there ?,NUM:count,13.0
What 's the last line of Dickens 's A Christmas Carol ?,DESC:desc,12.0
How many trees go into paper making in a year ?,NUM:count,13.0
Where can I find info on research being done on oilseeds thru genetics ?,LOC:other,16.0
How come light bulbs go out ?,DESC:reason,9.0
For what reason did the Shea & Gould law firm close their L.A. office ?,DESC:reason,9.0
How far out is the universe ?,NUM:dist,43.0
What is the difference between a bottle and a jar ?,DESC:desc,12.0
What disease is the second-biggest killer of North Americans ?,ENTY:dismed,24.0
Where did the Mayan Indians live ?,LOC:other,16.0
Where was Poe born ?,LOC:other,16.0
What happens to the female body with lack of sleep and food ?,DESC:desc,12.0
What is a fear of crystals or glass ?,ENTY:dismed,24.0
Name a product that controls the ripening of apples .,ENTY:product,27.0
How many warmup pitches does a reliever get coming into a baseball game ?,NUM:count,13.0
Where did Dylan Thomas die ?,LOC:other,16.0
What common livestock have the greatest variety of breeds ?,ENTY:animal,2.0
What film had Bette Davis creating a scandal by wearing a daring red gown to a society ball ?,ENTY:cremat,1.0
What disease did August von Wassermann develop a specific test for in 196 ?,ENTY:dismed,24.0
What card company sells Christmas ornaments ?,HUM:gr,5.0
How do I find out what cities are in a certain area code ?,DESC:manner,0.0
What can communications satellites offer yachts ?,ENTY:other,14.0
How many Fig Newtons are there to the pound ?,NUM:count,13.0
Who is the premier of China ?,HUM:ind,4.0
What cigar-chewing comedian observed : `` You 're only as old as the woman you feel '' ?,HUM:ind,4.0
How many bones are there in the human hand ?,NUM:count,13.0
What bread company used to feature stickers of the Cisco Kid on the ends of their packages ?,HUM:gr,5.0
Who was the president of Vichy France ?,HUM:ind,4.0
Whose kidnaping was termed The Crime of the Century ?,HUM:ind,4.0
What is hydrogen ?,DESC:def,7.0
What group asked the musical question Do You Believe in Magic ?,HUM:gr,5.0
What was the tallest building in America in 1922 ?,LOC:other,16.0
What buxom blonde appeared on the cover of more than 5 magazines ?,HUM:ind,4.0
What is recruitment interview technique ?,DESC:def,7.0
How does a hurricane form ?,DESC:manner,0.0
What does the donation process entail ?,DESC:def,7.0
How far is it from Phoenix to Blythe ?,NUM:dist,43.0
What New Hampshire hamlet rises early to vote first in U.S. presidential elections ?,LOC:city,22.0
How many people watch network television ?,NUM:count,13.0
"What garment was named for Bradley , Voorhees and Day ?",ENTY:product,27.0
Who first broke the sound barrier ?,HUM:ind,4.0
How do birds have sex ?,DESC:manner,0.0
How many horses are there on a polo team ?,NUM:count,13.0
What 's destroyed in Genesis 19 : 24 ?,ENTY:other,14.0
What new year is celebrated on February 16th ?,ENTY:event,10.0
What is Occam 's Razor ?,DESC:def,7.0
Where do the Grimace and Mayor McCheese live ?,LOC:other,16.0
How long does it take to hike the entire Appalachian Trail ?,NUM:period,28.0
What role do fruits play in the survival of plants ?,HUM:ind,4.0
Where is the world championship sled dog race held each February ?,LOC:other,16.0
What are the medical purposes of `` clitoridectomy '' ?,DESC:reason,9.0
How is thalassemia defined ?,DESC:def,7.0
What 's the name of the Tampa newspaper ?,ENTY:cremat,1.0
What is a storm surge ?,DESC:def,7.0
How do you use `` farther '' as opposed to `` further '' ?,DESC:manner,0.0
What was the alternate to VHS ?,ENTY:other,14.0
What is one of the languages of the Sioux ?,ENTY:lang,40.0
What Pulitzer Prize-winning novelist ran for mayor of New York City ?,HUM:ind,4.0
How many times can a nickel-cadmium rechargeable battery be recharged ?,NUM:count,13.0
How is cologne made ?,DESC:manner,0.0
What was the food of the Greek gods called ?,ENTY:food,18.0
What does camera-ready art mean ?,DESC:def,7.0
How many seats does the Batmobile sport ?,NUM:count,13.0
How many cards are dealt to each player in Gin Rummy ?,NUM:count,13.0
What happened to Phillip Taylor Kramer ?,DESC:desc,12.0
What Erica Jong novel deals with Isadora Wing 's fear ?,ENTY:cremat,1.0
What time of year do most people fly ?,NUM:date,8.0
Who was Scrooge 's dead partner in Dickens 's A Christmas Carol ?,HUM:ind,4.0
What is the origin of the Christmas tree ?,DESC:desc,12.0
When is the Thai New Year ?,NUM:date,8.0
What four tournaments make up tennis ' Grand Slam ?,ENTY:sport,30.0
What 1964 film introduced the song My Kind of Town ?,ENTY:cremat,1.0
Who recorded the 1957 hit Tammy ?,HUM:ind,4.0
What is the term for the side of the mountain that faces the prevailing winds ?,ENTY:termeq,21.0
"In Kafka 's Metamorphosis , the hero awakes one morning to find himself turned into what ?",ENTY:other,14.0
What does caliente translate to in English ?,ENTY:termeq,21.0
Who is Mia Farrow 's mother ?,HUM:ind,4.0
How do you determine if a computer monitor has an SVGA adapter ?,DESC:manner,0.0
How far can a human eye see ?,NUM:dist,43.0
What time of year has the most air travel ?,NUM:date,8.0
What does the term `` spaghetti western '' mean ?,DESC:def,7.0
When was the G7 group of nations formed ?,NUM:date,8.0
What are differences between 1980 and 1990 ?,DESC:desc,12.0
What baseball player was walked the most times ?,HUM:ind,4.0
What famous male vocalist has the same name as the composer of the opera Hansel and Gretel ?,HUM:ind,4.0
What were the first frozen foods ?,ENTY:food,18.0
Why is Indiglo called Indiglo ?,DESC:reason,9.0
What is the word for love of pain or abuse ?,ENTY:word,39.0
When did they canonize the Bible ?,NUM:date,8.0
Who was the only president to serve two nonconsecutive terms ?,HUM:ind,4.0
What percentage of all world tornados touch down in the US ?,NUM:perc,41.0
What labor leader was last seen in the parking lot of a Michigan restaurant ?,HUM:ind,4.0
When did the Carolingian period begin ?,NUM:date,8.0
What motto ended Merrie Melodies cartoons ?,DESC:desc,12.0
Who reports the weather on the `` Good Morning America '' television show ?,HUM:ind,4.0
How many emperors were there in the Roman Empire ?,NUM:count,13.0
What was the name of `` The Muppets '' creator ?,HUM:ind,4.0
What is Cabarnet Sauvignon ?,DESC:def,7.0
What is a virtual IP address ?,DESC:def,7.0
What 's the name of the tiger that advertises for Frosted Flakes cereal ?,ENTY:animal,2.0
"Who sent the brief message `` I came , I saw , I conquered '' ?",HUM:ind,4.0
What color is Mr. Spock 's blood ?,ENTY:color,20.0
What U.S. Air Force general led the first bombing raid over Tokyo ?,HUM:ind,4.0
What U.S. vice-president said : `` Some newspapers dispose of their garbage by printing it '' ?,HUM:ind,4.0
"What was the name of the first Watergate special prosecutor , later fired by Nixon ?",HUM:ind,4.0
How do movie blues screens work ?,DESC:manner,0.0
How does the speed the magnet spins in a generator affect the output of the generator ?,DESC:manner,0.0
What 's the supreme policy-making bureau of the Soviet Communist Party ?,HUM:gr,5.0
What was the Vietnam War ?,DESC:def,7.0
What is La Nina ?,DESC:def,7.0
Why did the Globe Theatre burn down ?,DESC:reason,9.0
On what day were John F and Jackie Kennedy married ?,NUM:date,8.0
"What was the non-fiction best-seller of 1952 , 1953 and 1954 ?",ENTY:cremat,1.0
What is meant by blood SED rate ?,DESC:def,7.0
Who are the nomadic hunting and gathering tribe of the Kalahari Desert in Africa ?,HUM:gr,5.0
Who won a Pulitzer Prize for his novel The Caine Mutiny ?,HUM:ind,4.0
What 's the best way to lose the flab under your chin and around your face ?,ENTY:techmeth,32.0
Where is your corpus callosum ?,LOC:other,16.0
"What Broadway musical featured the song , `` If I were a rich man ? ''",ENTY:cremat,1.0
Who portrayed Sherlock Holmes in 14 films between 1939 and 1946 ?,HUM:ind,4.0
Why is the development of space so important ?,DESC:reason,9.0
What is the nursery rhyme Rock-a-by Baby about ?,DESC:desc,12.0
"When Superman needs to get away from it all , where does he go ?",LOC:other,16.0
How old is singer Freedy Johnston ?,NUM:period,28.0
What is the origin of gametophytic tissue ?,DESC:desc,12.0
What does Aaron mean ?,DESC:def,7.0
What is a fear of hair ?,ENTY:dismed,24.0
What is the name of the pop singer whose song became the theme song for a brand of catsup ?,HUM:ind,4.0
What is a conifer ?,DESC:def,7.0
Who claimed to be the world 's most perfectly-developed man ?,HUM:ind,4.0
What is different about the red and black fox ?,DESC:desc,12.0
What is e-commerce ?,DESC:def,7.0
How do I tie a tie ?,DESC:manner,0.0
Where can I get cotton textiles importer details ?,LOC:other,16.0
When did Spain and Korea start ambassadorial relations ?,NUM:date,8.0
What kind of people took part in Shays ' Rebellion in Massachusetts in 1787 ?,HUM:gr,5.0
What is chromatology ?,DESC:def,7.0
How many grooves are on a dime 's edge ?,NUM:count,13.0
How was the ACLU formed ?,DESC:manner,0.0
What are the most albums sold by one artist or band ?,ENTY:cremat,1.0
The second most popular sport worldwide is what ?,ENTY:sport,30.0
What do goldfish lose if kept in dimly-lit or running water ?,ENTY:other,14.0
What canal does the Thatcher Ferry Bridge span ?,LOC:other,16.0
What American won the world Grand Prix driving championship in 1978 ?,HUM:ind,4.0
What are the chances of pregnacy if the penis does not penetrate the vagina ?,NUM:perc,41.0
What 's the highest hand in straight poker ?,ENTY:other,14.0
Where can I find a lesson plan for teaching the metric system conversion to American standard ?,LOC:other,16.0
What is the name of Kevin Costner 's movie about Sioux Indians ?,ENTY:cremat,1.0
"What are Kythnos , Siphnos , Seriphos and Mykonos ?",DESC:def,7.0
Name a female figure skater .,HUM:ind,4.0
Why are there no white lines on pro footballs ?,DESC:reason,9.0
How long would it take for a $ savings bond to mature ?,NUM:period,28.0
How is Abigail Arcane related to the villainous opponent of the Swamp Thing ?,DESC:manner,0.0
What did the Congress of Vienna establish ?,ENTY:other,14.0
What is the average cost for four years of medical school ?,NUM:money,26.0
What harmful chemicals are in bug spray ?,ENTY:substance,29.0
How many spears are there on Kenya 's flag ?,NUM:count,13.0
What did Mighty Mouse always sing as he went into action ?,DESC:desc,12.0
Where did George of the Jungle live ?,LOC:other,16.0
How did Bob Marley die ?,DESC:manner,0.0
What 's men 's par on a 455-yard golf hole ?,NUM:other,37.0
What percentage of American men are alcoholic ?,NUM:perc,41.0
"Dialing , 900 , 740-TREE to have a tree planted will cost how much ?",NUM:money,26.0
"In South Korea , how many American Soldiers are there ?",NUM:count,13.0
Who portrayed Carl Bernstein in All the President 's Men ?,HUM:ind,4.0
What are the numbers that fit into Fermont 's last theorem ?,NUM:other,37.0
Who was Tiny Tim 's father ?,HUM:ind,4.0
What does a heliologist study ?,ENTY:other,14.0
Who was Bonnie Blue Butler 's father ?,HUM:ind,4.0
"What shampoo prevents eczema , seborrhea , and psoriasis ?",ENTY:product,27.0
How many Americans have HIV ?,NUM:count,13.0
Where do I find information for foreclosure properties on the Internet ?,LOC:other,16.0
Who is the Antichrist ?,HUM:ind,4.0
What was the first English play written exclusively for children ?,ENTY:cremat,1.0
Which Latin American country is the largest ?,LOC:country,19.0
What was the former residence of Scottish kings in Edinburgh ?,LOC:other,16.0
How many teats does a female goat sport ?,NUM:count,13.0
How tall is kilamanjaro ?,NUM:dist,43.0
Who was the lawyer who represented Randy Steven Craft ?,HUM:ind,4.0
What country buys 25 percent of the world 's tea exports ?,LOC:country,19.0
What country is the origin of the band the Creeps ?,LOC:country,19.0
What did the crocodile swallow in Peter Pan ?,ENTY:other,14.0
What is the origin of the word `` mushroom '' ?,DESC:desc,12.0
Which of the following celebrities was not born in Philadelphia ?,HUM:ind,4.0
What is the number of American soldiers deployed to South Korea ?,NUM:other,37.0
Where is the biggest bell ?,LOC:other,16.0
What is the brand name of the chemical daminozide ?,ENTY:product,27.0
How do microwaves work ?,DESC:manner,0.0
What magazine paid Ernest Hemingway $15 a word to write a bullfighting article ?,ENTY:cremat,1.0
What is the estimated total U.S. whitetail deer population ?,NUM:count,13.0
Who wrote the Farmer 's Almanac ?,HUM:ind,4.0
"What animal received royal assent as an emblem of Canada on March 24 , 1975 ?",ENTY:animal,2.0
What number is at 12 o 'clock on a dartboard ?,NUM:other,37.0
Which team won the Super Bowl in 1968 ?,HUM:gr,5.0
What is the recommended daily requirement for folic acid for pregnant women ?,DESC:desc,12.0
What film dramatized the Scopes monkey trial ?,ENTY:cremat,1.0
CNN is owned by whom ?,HUM:ind,4.0
What country offered Albert Einstein its presidency in 1952 ?,LOC:country,19.0
What is the HIGHEST Roman numeral ?,DESC:def,7.0
"What TV series saw many of its aquatic scenes shot at Silver Springs , Florida ?",ENTY:cremat,1.0
Who was the 15th century fire-and-brimstone monk who gained control of Florence but ended burnt at the stake ?,HUM:ind,4.0
How is digital audio used ?,DESC:manner,0.0
What is AFS ?,ABBR:exp,3.0
Who was Quetzalcoatl ?,HUM:desc,34.0
What operating system do IBM-compatible machines use ?,ENTY:product,27.0
What French leader sold Louisiana to the United States ?,HUM:ind,4.0
"What bay sparkles next to Miami , Florida ?",LOC:other,16.0
How many miles of veins are in the circulatory system ?,NUM:count,13.0
What famed river flows through Bagdad ?,LOC:other,16.0
How is bubble wrap made ?,DESC:manner,0.0
What is Java ?,DESC:def,7.0
Who is the prime minister of Japan ?,HUM:ind,4.0
What player squats an average of 3 times during a baseball doubleheader ?,HUM:ind,4.0
What 's the most common name in nursery rhymes ?,HUM:ind,4.0
How many `` No '' answers was the What 's My Line ? panel allowed ?,NUM:count,13.0
What is the fine for having a dog on a beach ?,NUM:money,26.0
"Who wrote the book , `` Song of Solomon '' ?",HUM:ind,4.0
"Where can one find information on religion and health , the brain and nutrition ?",LOC:other,16.0
Name the Ranger who was always after Yogi Bear .,HUM:ind,4.0
What TV show did John Sebastian sing the theme for ?,ENTY:cremat,1.0
Who is the president of the Spanish government ?,HUM:ind,4.0
Who holds the career record for the most major league home runs ?,HUM:ind,4.0
Which of the following actors worked in New York 's Yiddish Theater ?,HUM:ind,4.0
Who invented the stethoscope ?,HUM:ind,4.0
What is a mathematical factor ?,DESC:def,7.0
How many four star generals were there and who are they ?,NUM:count,13.0
When did Nixon die ?,NUM:date,8.0
What was originally defined as one 1-millionth of the distance from the equator to the Pole ?,ENTY:termeq,21.0
What comedian hit the TV screen in 1951 with the NBC afternoon show Time for Ernie ?,HUM:ind,4.0
How many members are in the California congressional delegation ?,NUM:count,13.0
What erupts every hour at Yellowstone National Park ?,LOC:other,16.0
What country contains the highest point in South America ?,LOC:country,19.0
What are Arnold Palmer 's fans called ?,HUM:ind,4.0
Who retired with 755 home runs to his credit ?,HUM:ind,4.0
What constellation represents a hunter with club and shield ?,LOC:other,16.0
Who developed potlatch ?,HUM:ind,4.0
How long did Shea and Gould practice law in Los Angeles ?,NUM:period,28.0
What 's a perfect score in a gymnastics exercise ?,NUM:other,37.0
"What group included Abbey Hoffman , Jerry Rubin , and Tom Hayden ?",HUM:gr,5.0
What made Jane Goodall famous ?,DESC:reason,9.0
At what age did Rossini stop writing opera ?,NUM:period,28.0
What Russian seaport has a name meaning `` Lord of the East '' ?,LOC:city,22.0
Name the two actress daughters of John Mills .,HUM:ind,4.0
How old was Gene Siskel ?,NUM:period,28.0
What can be done about snoring ?,DESC:desc,12.0
What Rocky Mountain ridge separates North America 's eastward and westward-flowing rivers ?,LOC:mount,25.0
Who is the actress Bette Davis once said she wished she looked like ?,HUM:ind,4.0
Who portrayed The Cowardly Lion in The Wizard of Oz ?,HUM:ind,4.0
What does a chiropodist treat ?,ENTY:dismed,24.0
What is porphyria ?,DESC:def,7.0
What gate opened on East and West Berlin ?,LOC:other,16.0
Who was the first king of England ?,HUM:ind,4.0
What made the Finger Lakes in western New York state ?,DESC:reason,9.0
In what movie is the number nine found in the title ?,ENTY:cremat,1.0
How many calories are there in soy sauce ?,NUM:count,13.0
Who killed Kurt Cobain ?,HUM:ind,4.0
Who created the monster in Mary Shelley 's novel Frankenstein ?,HUM:ind,4.0
What 's the farthest planet from the sun ?,LOC:other,16.0
Why does the sun shine only a short time in Alaska ?,DESC:reason,9.0
What chemical in red wine is good for the heart and what exactly does it do to your body ?,ENTY:dismed,24.0
How does blood clot ?,DESC:manner,0.0
How big is our galaxy in diameter ?,NUM:volsize,33.0
"What product `` doubles your pleasure , doubles your fun '' ?",ENTY:product,27.0
When is a woman most fertile ?,NUM:date,8.0
What son of a 15-year-old Mexican girl and a half-Irish father became the world 's most famous Greek ?,HUM:ind,4.0
Who was the first man to return to space ?,HUM:ind,4.0
What brand of jeans did Calvin Klein admit in a 1984 interview he felt more comfortable wearing ?,ENTY:product,27.0
Who gave Abbie Hoffman his first dose of LSD ?,HUM:ind,4.0
What effect does friction have on perpetual motion ?,DESC:desc,12.0
What did the Seven Dwarfs do for a living ?,HUM:title,6.0
What 4-foot-9 actress in 1984 became the first performer to win an Oscar for playing a character of the opposite sex ?,HUM:ind,4.0
Who shot Billy the Kid ?,HUM:ind,4.0
What is he doing now ?,DESC:desc,12.0
What Mormon leader was said to have had 27 wives ?,HUM:ind,4.0
What video format was an alternative to VHS ?,ENTY:other,14.0
Where did the term `` 69 '' come from ?,DESC:desc,12.0
What is money made of ?,ENTY:substance,29.0
What 's the name of a hotel in Indianapolis ?,LOC:other,16.0
How many people in Tucson ?,NUM:count,13.0
Where is Melbourne ?,LOC:other,16.0
With whom did Bush compare Saddam Hussein ?,HUM:ind,4.0
What country was Mikhail Gorbachev the leader of ?,LOC:country,19.0
"What is the recommended weight of a 15 year-old male that is 5 , 6 ?",NUM:weight,48.0
What pillar of the Dutch Renaissance painted Aristotle Contemplating the Bust of Homer ?,HUM:ind,4.0
What is the largest county in size in Massachusetts ?,LOC:other,16.0
What is the name of the brilliant British economist behind its creation ?,HUM:ind,4.0
Who played Sally Rogers on The Dick Van Dyke Show ?,HUM:ind,4.0
What is it like to experience a near death episode ?,DESC:desc,12.0
What mythical figure carries an hourglass and a scythe ?,HUM:ind,4.0
How much is a Canadian 1967 twenty dollar gold coin worth ?,NUM:money,26.0
Why didn 't European colonial rule spread until after the first and second industrial revolutions ?,DESC:reason,9.0
What natural attractions draw the most visitors in the United States ?,LOC:other,16.0
What presidential administration challenged Americans to explore The New Frontier ?,HUM:gr,5.0
How many years did Sleeping Beauty sleep ?,NUM:count,13.0
How long does it take for your body to restore blood after you donate your blood ?,NUM:period,28.0
How do I know someone is truly in love with me ?,DESC:manner,0.0
Which of many numbered vats of Scotch was judged best by a panel of experts in 1863 ?,ENTY:food,18.0
What is literary criticism ?,DESC:def,7.0
How do you throw a housewarming party ?,DESC:manner,0.0
What international sport was originally called hurley ?,ENTY:sport,30.0
What river runs through Liverpool ?,LOC:other,16.0
What famous British actor lost his voice after an operation in 1966 ?,HUM:ind,4.0
What does the term 3 mean to a newspaper editor ?,DESC:def,7.0
What company makes impulse hardening equipment ?,HUM:gr,5.0
What country was Kim Philby really working for ?,LOC:country,19.0
What does Freddy Freeman say to become Captain Marvel Jr. ?,DESC:desc,12.0
What country was Hitler the chancellor of ?,LOC:country,19.0
What is Rona Barrett 's married name ?,HUM:ind,4.0
How many years make up a lustrum ?,NUM:count,13.0
What are close encounters of the first and second kind ?,ENTY:other,14.0
Who is the mathematician that won the Noble Prize for Literature in 1950 ?,HUM:ind,4.0
Which glamorous actress is a close friend of Dick Tracy ?,HUM:ind,4.0
What 1956 Grace Metalious novel was on the best-seller list for two years ?,ENTY:cremat,1.0
Name the three races unleashed by the Celestials in Marvel comics .,HUM:gr,5.0
How old is the Italian artist Maurizio Pellegrin ?,NUM:period,28.0
"What President hit the jogging paths to enhance his athletic image and , sporting No. 39 , almost collapsed during the road race ?",HUM:ind,4.0
What is the distinction of Erle Stanley Gardner 's The Case of the Terrified Typist ?,DESC:desc,12.0
What North American city would you visit to see Cleopatra 's Needle ?,LOC:city,22.0
When was the NFL established ?,NUM:date,8.0
Where can I find an Ask An Expert site ?,LOC:other,16.0
What writer-journalist made his mark describing colorful Broadway and underworld characters ?,HUM:ind,4.0
What U.S. state has the lowest highest elevation at 6 feet ?,LOC:state,11.0
What are the residents of the island of Lesbos called ?,HUM:gr,5.0
What is the organizational structure of the New Delhi Indira Gandhi airport ?,ENTY:other,14.0
"At Christmas time , what is the traditional thing to do under the mistletoe ?",ENTY:other,14.0
What baseball great plugged Mr. Coffee ?,HUM:ind,4.0
What international amateur sports spectacle was first telecast in 1956 ?,ENTY:sport,30.0
What is the origin of the word `` amen '' ?,DESC:desc,12.0
Who 's baby was Sweet Pea on the Popeye cartoon ?,HUM:ind,4.0
Where is Mile High Stadium ?,LOC:other,16.0
"What were Baffin , Frobisher and Franklin looking for ?",ENTY:other,14.0
What is limbo ?,DESC:def,7.0
What city contains the district of Hell 's Kitchen ?,LOC:city,22.0
What interesting method was used to run the credits in the early Popeye cartoons ?,ENTY:techmeth,32.0
What are the stars made of ?,ENTY:substance,29.0
"What English physician was born on January 18 , 1779 and went on to create two important inventions ?",HUM:ind,4.0
"Who did Arthur H. Bremer try to assassinate on May 15 , 1972 ?",HUM:ind,4.0
How fast must a spacecraft travel to escape Earth 's gravity ?,NUM:speed,38.0
What apostle is Taylor Caldwell 's Great Lion of God ?,HUM:ind,4.0
How many rings are there on a five-zone archery target ?,NUM:count,13.0
"What anesthetic did Queen Victoria allow to be used for the birth of her seventh child , in 1853 ?",ENTY:dismed,24.0
"What element , from the Periodic Table , is a gas or a solid , but never a liquid ?",ENTY:substance,29.0
What is a tonne ?,DESC:def,7.0
Which one of the Great Lakes is entirely within U.S. territory ?,LOC:other,16.0
What is DEET ?,ABBR:exp,3.0
What company sells the most greeting cards ?,HUM:gr,5.0
What U.S. state has sagebrush as its state flower ?,LOC:state,11.0
What is the Bernoulli Principle ?,DESC:def,7.0
What 's comic strip photographer Peter Parker 's secret identity ?,HUM:ind,4.0
What is difference between a poster and a print ?,DESC:desc,12.0
In which sport is there a `` scrum '' ?,ENTY:sport,30.0
What are the best ways to improve employee morale at low cost ?,ENTY:techmeth,32.0
What nationality is Pope John Paul II ?,LOC:country,19.0
What is false consciousness ?,DESC:def,7.0
How did the Great Depression affect Japan 's history ?,DESC:manner,0.0
Which side should a bowler facing a 37803 split hit the 3-pin on-the left or the right ?,ENTY:other,14.0
Where are some great educational resources for parents and teachers ?,LOC:other,16.0
How many Israeli athletes were killed at the Munich Olympics ?,NUM:count,13.0
What is the Scotch `` for people who know the difference '' ?,ENTY:termeq,21.0
When was Richard Nixon born ?,NUM:date,8.0
What New York City landmark has 168 steps to its crown ?,LOC:other,16.0
Where is the Bulls basketball team based ?,LOC:other,16.0
What is the recomended age to switch a child from a crib to a bed ?,NUM:period,28.0
Which Rockefeller was sometimes called `` JDR3 '' ?,HUM:ind,4.0
When is the Sun closest to the Earth ?,NUM:date,8.0
What are some chemical properties of mendelevium ?,DESC:desc,12.0
What is the average hours per months spent online by AOL users ?,NUM:count,13.0
Whom did Friz Freleng add to the Warner Bros. cartoon ranks ?,HUM:ind,4.0
What is the origin of the word `` sideburns '' ?,DESC:desc,12.0
The trials resulting from World War II are known as what ?,ENTY:event,10.0
What started in 1849 when gold was discovered at Sutter 's Mill ?,ENTY:event,10.0
What is a First World country ?,DESC:def,7.0
Who was Shakespeare 's Moorish general ?,HUM:ind,4.0
What 's the second-highest mountain in the world ?,LOC:mount,25.0
What country was Erich Honecker the leader of ?,LOC:country,19.0
How does salt melt ice and snow ?,DESC:manner,0.0
"What two Japanese cities are spelled with the letters K , O , O , T and Y ?",LOC:city,22.0
What does laser stand for ?,DESC:def,7.0
Who taught Matt Murdock to use his extraordinary abilities in Marvel comics ?,HUM:ind,4.0
Where did Wile E. Coyote always get his devices ?,LOC:other,16.0
How far away is the moon ?,NUM:dist,43.0
What famous film and TV cowboy lent his name to a fast food chain ?,HUM:ind,4.0
What is mandibulofacial dysostosis ?,DESC:def,7.0
What was the reason for the partition of the Anglican and Vatican churches ?,DESC:reason,9.0
What is Butterfield 8 in Butterfield 8 ?,DESC:def,7.0
Who famously rode to warn the people of Massachusetts that the British were coming ?,HUM:ind,4.0
What is DTMF ?,ABBR:exp,3.0
"Name a movie that the actress , Sandra Bullock , had a role in .",ENTY:cremat,1.0
"What blew up at Lakehurst , New Jersey , on May 6 , 1977 ?",ENTY:other,14.0
Who commanded the French forces at the Battle of Orleans ?,HUM:ind,4.0
Where can an individual get a contact lens tested that burned the entire surface of eye when new ?,LOC:other,16.0
What countries does the Mont Blanc Tunnel join ?,LOC:country,19.0
What ill-fated craft was captained by Ernst Lehmann ?,ENTY:veh,47.0
When did Amtrak begin operations ?,NUM:date,8.0
How many bones are in the human hand ?,NUM:count,13.0
How many chemical elements are there ?,NUM:count,13.0
